,movieId,title,genres
1130,3475,Universal Soldier (1992),Action|Sci-Fi
1131,941,Perfect Blue (1997),Animation|Horror|Mystery|Thriller
1132,1936,Three Days of the Condor (3 Days of the Condor) (1975),Drama|Mystery|Romance|Thriller
1133,2876,"13th Warrior, The (1999)",Action|Adventure|Fantasy
1134,1908,Stigmata (1999),Drama|Thriller
1135,2605,Stir of Echoes (1999),Horror|Mystery|Thriller
1136,826,"Black Cat, White Cat (Crna macka, beli macor) (1998)",Comedy|Romance
1137,1791,Yellow Submarine (1968),Adventure|Animation|Comedy|Fantasy|Musical
1138,166,American Beauty (1999),Comedy|Drama
1139,2688,Stop Making Sense (1984),Documentary|Musical
1140,3247,"Hard Day's Night, A (1964)",Adventure|Comedy|Musical
1141,2606,Fright Night (1985),Comedy|Horror|Thriller
1142,1172,Deliverance (1972),Adventure|Drama|Thriller
1143,2877,Excalibur (1981),Adventure|Fantasy
1144,4002,Tommy (1975),Drama|Musical
1145,1965,Double Jeopardy (1999),Action|Crime|Drama|Thriller
1146,643,Three Kings (1999),Action|Adventure|Comedy|Drama|War
1147,2828,Sanjuro (Tsubaki Sanjûrô) (1962),Action|Adventure|Drama
1148,1029,Boys Don't Cry (1999),Drama
1149,2164,"Limey, The (1999)",Crime|Drama|Thriller
1150,775,Risky Business (1983),Comedy
1151,1056,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller
1152,2742,Body Heat (1981),Crime|Thriller
1153,500,Ferris Bueller's Day Off (1986),Comedy
1154,3248,"Year of Living Dangerously, The (1982)",Drama|Romance|War
1155,827,Children of Paradise (Les enfants du paradis) (1945),Drama|Romance
1156,1151,High Plains Drifter (1973),Western
1157,1698,Hang 'Em High (1968),Crime|Drama|Western
1158,1468,Drunken Master (Jui kuen) (1978),Action|Comedy
1159,1717,"Conformist, The (Conformista, Il) (1970)",Drama
1160,2360,Hairspray (1988),Comedy|Drama
1161,2203,Brief Encounter (1946),Drama|Romance
1162,3795,Time of the Gypsies (Dom za vesanje) (1989),Comedy|Crime|Drama|Fantasy
1163,1279,Days of Heaven (1978),Drama
1164,1113,"Lady Eve, The (1941)",Comedy|Romance
1165,1280,Sullivan's Travels (1941),Adventure|Comedy|Romance
1166,3249,"Palm Beach Story, The (1942)",Comedy
1167,3193,Gilda (1946),Drama|Film-Noir|Mystery|Romance
1168,3083,Flashdance (1983),Drama|Romance
1169,2196,"Dirty Dozen, The (1967)",Action|Drama|War
1170,2678,Help! (1965),Comedy|Musical
1171,275,Goldfinger (1964),Action|Adventure|Thriller
1172,2388,From Russia with Love (1963),Action|Adventure|Thriller
1173,2389,Dr. No (1962),Action|Adventure|Thriller
1174,2927,"Blue Lagoon, The (1980)",Adventure|Drama|Romance
1175,907,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",Action|Western
1176,2156,Sydney (Hard Eight) (1996),Crime|Drama|Thriller
1177,1030,Home Alone 2: Lost in New York (1992),Children|Comedy
1178,208,Fight Club (1999),Action|Crime|Drama|Thriller
1179,1345,"Straight Story, The (1999)",Adventure|Drama
1180,4271,"Bad Seed, The (1956)",Drama|Thriller
1181,1678,Time Bandits (1981),Adventure|Comedy|Fantasy|Sci-Fi
1182,2146,Fitzcarraldo (1982),Adventure|Drama
1183,2584,All That Jazz (1979),Drama|Fantasy|Musical
1184,828,Crimes and Misdemeanors (1989),Comedy|Crime|Drama
1185,2985,Bringing Out the Dead (1999),Drama
1186,181,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller
1187,2767,RoboCop 2 (1990),Action|Crime|Sci-Fi|Thriller
1188,678,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery
1189,2390,For Your Eyes Only (1981),Action|Adventure|Thriller
1190,2368,Licence to Kill (1989),Action|Adventure|Thriller
1191,2369,Live and Let Die (1973),Action|Adventure|Thriller
1192,2391,Thunderball (1965),Action|Adventure|Thriller
1193,4184,House on Haunted Hill (1999),Horror|Thriller
1194,481,Being John Malkovich (1999),Comedy|Drama|Fantasy
1195,276,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy
1196,2165,My Best Fiend (Mein liebster Feind) (1999),Documentary
1197,1413,"Bone Collector, The (1999)",Thriller
1198,1450,"Insider, The (1999)",Drama|Thriller
1199,3137,American Movie (1999),Documentary
1200,4236,Last Night (1998),Drama|Sci-Fi
1201,3805,Creepshow (1982),Horror
1202,2000,Re-Animator (1985),Comedy|Horror|Sci-Fi
1203,2743,Drugstore Cowboy (1989),Crime|Drama
1204,482,Falling Down (1993),Action|Drama
1205,829,"General, The (1926)",Comedy|War
1206,277,Yojimbo (1961),Action|Adventure
1207,4004,"Omega Man, The (1971)",Action|Drama|Sci-Fi|Thriller
1208,2356,Spaceballs (1987),Comedy|Sci-Fi
1209,315,Robin Hood (1973),Adventure|Animation|Children|Comedy|Musical
1210,528,Mister Roberts (1955),Comedy|Drama|War
1211,2762,Little Big Man (1970),Western
1212,1281,"Face in the Crowd, A (1957)",Drama
1213,1679,Trading Places (1983),Comedy
1214,2771,Dead Again (1991),Mystery|Romance|Thriller
1215,1692,Dogma (1999),Adventure|Comedy|Fantasy
1216,3910,"Messenger: The Story of Joan of Arc, The (1999)",Drama|War
1217,3611,Pokémon: The First Movie (1998),Adventure|Animation|Children|Fantasy|Sci-Fi
1218,2253,"Commitments, The (1991)",Comedy|Drama|Musical
1219,1282,Holiday Inn (1942),Comedy|Musical
1220,1235,"Longest Day, The (1962)",Action|Drama|War
1221,3114,Tora! Tora! Tora! (1970),Action|Drama|War
1222,2361,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),Comedy|Drama
1223,1512,"Verdict, The (1982)",Drama|Mystery
1224,3138,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)",Adventure|Comedy|Sci-Fi
1225,1612,Stand and Deliver (1988),Comedy|Drama
1226,1451,Moonstruck (1987),Comedy|Romance
1227,2494,Jeremiah Johnson (1972),Western
1228,2001,Repulsion (1965),Drama|Horror
1229,1718,42 Up (1998),Documentary
1230,1719,Mansfield Park (1999),Comedy|Drama|Romance
1231,1236,Sleepy Hollow (1999),Fantasy|Horror|Mystery|Romance
1232,1336,"World Is Not Enough, The (1999)",Action|Adventure|Thriller
1233,644,All About My Mother (Todo sobre mi madre) (1999),Drama
1234,679,Scrooged (1988),Comedy|Fantasy|Romance
1235,830,Harvey (1950),Comedy|Fantasy
1236,831,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),Drama
1237,3709,Matewan (1987),Drama
1238,1493,Kagemusha (1980),Drama|War
1239,3995,McCabe & Mrs. Miller (1971),Drama|Western
1240,1402,"Grapes of Wrath, The (1940)",Drama
1241,2254,My Man Godfrey (1957),Comedy
1242,316,"Shop Around the Corner, The (1940)",Comedy|Drama|Romance
1243,1848,"Natural, The (1984)",Drama
1244,2495,"River Runs Through It, A (1992)",Drama
1245,1452,Fatal Attraction (1987),Drama|Thriller
1246,1620,Midnight Run (1988),Action|Comedy|Crime|Thriller
1247,2002,Awakenings (1990),Drama|Mystery
1248,832,Backdraft (1991),Action|Drama
1249,833,"Fisher King, The (1991)",Comedy|Drama|Fantasy|Romance
1250,3189,End of Days (1999),Action|Fantasy|Horror|Mystery|Thriller
1251,529,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy
1252,3105,Sweet and Lowdown (1999),Comedy|Drama
1253,834,Grand Illusion (La grande illusion) (1937),Drama|War
1254,3038,Deuce Bigalow: Male Gigolo (1999),Comedy
1255,360,"Green Mile, The (1999)",Crime|Drama
1256,835,"Cider House Rules, The (1999)",Drama
1257,483,"Last Picture Show, The (1971)",Drama
1258,3437,"7th Voyage of Sinbad, The (1958)",Action|Adventure|Fantasy
1259,2786,Anna and the King (1999),Drama|Romance
1260,2284,Bicentennial Man (1999),Drama|Romance|Sci-Fi
1261,1366,Stuart Little (1999),Children|Comedy|Fantasy
1262,645,Fantasia 2000 (1999),Animation|Children|Musical|IMAX
1263,646,Magnolia (1999),Drama
1264,1173,Easy Rider (1969),Adventure|Drama
1265,863,Any Given Sunday (1999),Drama
1266,1849,Man on the Moon (1999),Comedy|Drama
1267,1680,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi
1268,530,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller
1269,3223,"Hurricane, The (1999)",Drama
1270,4154,Angela's Ashes (1999),Drama
1271,2540,Titus (1999),Drama
1272,3139,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)",Documentary
1273,531,"Girl, Interrupted (1999)",Drama
1274,1138,"Way We Were, The (1973)",Drama|Romance
1275,2140,Stalag 17 (1953),Drama|War
1276,776,Papillon (1973),Crime|Drama
1277,2744,"Last Detail, The (1973)",Comedy|Drama
1278,1283,Five Easy Pieces (1970),Drama
1279,2607,Dead Calm (1989),Thriller
1280,739,Fast Times at Ridgemont High (1982),Comedy|Drama|Romance
1281,1057,Batman: Mask of the Phantasm (1993),Animation|Children
1282,1552,Woman in the Dunes (Suna no onna) (1964),Drama
1283,3392,Malcolm X (1992),Drama
1284,2950,Sister Act (1992),Comedy|Crime
1285,3328,Sister Act 2: Back in the Habit (1993),Comedy
1286,3919,"Hand That Rocks the Cradle, The (1992)",Drama|Thriller
1287,2448,Alive (1993),Drama
1288,1553,Scent of a Woman (1992),Drama
1289,501,Wayne's World (1992),Comedy
1290,1534,Wayne's World 2 (1993),Comedy
1291,167,"League of Their Own, A (1992)",Comedy|Drama
1292,168,Patriot Games (1992),Action|Thriller
1293,1844,"Bodyguard, The (1992)",Drama|Romance|Thriller
1294,2772,Death Becomes Her (1992),Comedy|Fantasy
1295,2285,Far and Away (1992),Adventure|Drama|Romance
1296,3250,Howards End (1992),Drama
1297,2166,Twin Peaks: Fire Walk with Me (1992),Crime|Drama|Mystery|Thriller
1298,1899,White Men Can't Jump (1992),Comedy|Drama
1299,1367,Buffy the Vampire Slayer (1992),Action|Comedy|Horror
1300,2838,Hard-Boiled (Lat sau san taam) (1992),Action|Crime|Drama|Thriller
1301,2986,Man Bites Dog (C'est arrivé près de chez vous) (1992),Comedy|Crime|Drama|Thriller
1302,864,"Mariachi, El (1992)",Action|Crime|Thriller|Western
1303,4011,Forever Young (1992),Drama|Romance|Sci-Fi
1304,4134,"Cutting Edge, The (1992)",Comedy|Drama|Romance
1305,2414,Of Mice and Men (1992),Drama
1306,4239,Bad Lieutenant (1992),Crime|Drama
1307,2458,Scream 3 (2000),Comedy|Horror|Mystery|Thriller
1308,361,"Boondock Saints, The (2000)",Action|Crime|Drama|Thriller
1309,2419,"Beach, The (2000)",Adventure|Drama
1310,3154,To Sir with Love (1967),Drama
1311,1850,Boiler Room (2000),Crime|Drama|Thriller
1312,7,Pitch Black (2000),Horror|Sci-Fi|Thriller
1313,2133,"Whole Nine Yards, The (2000)",Comedy|Crime
1314,1494,"Circus, The (1928)",Comedy
1315,908,City Lights (1931),Comedy|Drama|Romance
1316,1284,"Kid, The (1921)",Comedy|Drama
1317,3666,Reindeer Games (2000),Action|Thriller
1318,2662,Wonder Boys (2000),Comedy|Drama
1319,865,Ghost Dog: The Way of the Samurai (1999),Crime|Drama
1320,2585,Key Largo (1948),Crime|Drama|Film-Noir|Thriller
1321,3907,For All Mankind (1989),Documentary
1322,3251,Born Yesterday (1950),Comedy
1323,3694,Birdy (1984),Drama|War
1324,3981,Never Cry Wolf (1983),Adventure|Drama
1325,4209,"Raisin in the Sun, A (1961)",Drama
1326,2672,Mission to Mars (2000),Sci-Fi
1327,1590,"Ninth Gate, The (1999)",Fantasy|Horror|Mystery|Thriller
1328,3252,Defending Your Life (1991),Comedy|Drama|Fantasy|Romance
1329,777,Breaking Away (1979),Comedy|Drama
1330,1237,Hoosiers (a.k.a. Best Shot) (1986),Drama|Romance
1331,2373,Bull Durham (1988),Comedy|Drama|Romance
1332,1469,Dog Day Afternoon (1975),Crime|Drama
1333,278,American Graffiti (1973),Comedy|Drama
1334,2843,"Asphalt Jungle, The (1950)",Crime|Film-Noir
1335,484,"Searchers, The (1956)",Drama|Western
1336,3204,"Taking of Pelham One Two Three, The (1974)",Action|Crime
1337,1956,JFK (1991),Drama|Mystery|Thriller
1338,1900,"Muppet Movie, The (1979)",Adventure|Children|Comedy|Musical
1339,3140,"Great Muppet Caper, The (1981)",Children|Comedy
1340,2362,"Muppets Take Manhattan, The (1984)",Children|Comedy|Musical
1341,1368,Titanic (1953),Action|Drama
1342,969,Erin Brockovich (2000),Drama
1343,3333,Final Destination (2000),Drama|Thriller
1344,3159,"Mirror, The (Zerkalo) (1975)",Drama
1345,1031,Thelma & Louise (1991),Adventure|Crime|Drama
1346,3671,...And Justice for All (1979),Drama|Thriller
1347,740,Animal House (1978),Comedy
1348,1851,Do the Right Thing (1989),Drama
1349,613,Creature Comforts (1989),Animation|Comedy
1350,1285,Double Indemnity (1944),Crime|Drama|Film-Noir
1351,2608,Teenage Mutant Ninja Turtles (1990),Action|Children|Comedy|Fantasy|Sci-Fi
1352,3720,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children|Fantasy
1353,3376,Red Dawn (1984),Action|Drama|War
1354,4114,Bloodsport (1988),Action
1355,1032,"Good Morning, Vietnam (1987)",Comedy|Drama|War
1356,707,Grumpy Old Men (1993),Comedy
1357,3102,Guess Who's Coming to Dinner (1967),Drama
1358,3617,Romeo Must Die (2000),Action|Crime|Romance|Thriller
1359,2787,Lord of the Flies (1963),Adventure|Drama|Thriller
1360,836,Modern Times (1936),Comedy|Drama|Romance
1361,3253,Heart and Souls (1993),Comedy|Fantasy
1362,2745,Hud (1963),Drama|Western
1363,169,"Hustler, The (1961)",Drama
1364,2204,Inherit the Wind (1960),Drama
1365,2337,Dersu Uzala (1975),Adventure|Drama
1366,778,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi
1367,3254,"Place in the Sun, A (1951)",Drama|Romance
1368,1852,Jacob's Ladder (1990),Horror|Mystery
1369,935,Empire Records (1995),Comedy|Drama
1370,866,Ladyhawke (1985),Adventure|Fantasy|Romance
1371,741,High Fidelity (2000),Comedy|Drama|Romance
1372,8,"Road to El Dorado, The (2000)",Animation|Children
1373,970,Hook (1991),Adventure|Comedy|Fantasy
1374,1681,True Grit (1969),Adventure|Drama|Western
1375,1010,Midnight Express (1978),Drama
1376,1238,Misery (1990),Drama|Horror|Thriller
1377,614,Solaris (Solyaris) (1972),Drama|Mystery|Sci-Fi
1378,279,Network (1976),Comedy|Drama
1379,3084,No Way Out (1987),Drama|Mystery|Thriller
1380,1513,"Odd Couple, The (1968)",Comedy
1381,971,"Outlaw Josey Wales, The (1976)",Action|Adventure|Drama|Thriller|Western
1382,1453,Frequency (2000),Drama|Thriller
1383,2530,Return to Me (2000),Drama|Romance
1384,4221,Rules of Engagement (2000),Drama|Thriller
1385,3155,Mystery Train (1989),Comedy|Drama
1386,3141,Arthur (1981),Comedy|Romance
1387,3759,Parenthood (1989),Comedy|Drama
1388,280,Predator (1987),Action|Sci-Fi|Thriller
1389,2459,28 Days (2000),Drama
1390,281,American Psycho (2000),Crime|Horror|Mystery|Thriller
1391,4119,Keeping the Faith (2000),Comedy|Drama|Romance
1392,2746,Diner (1982),Comedy|Drama
1393,2747,Cabaret (1972),Drama|Musical
1394,2698,What Ever Happened to Baby Jane? (1962),Drama|Horror|Thriller
1395,4068,Auntie Mame (1958),Comedy|Drama
1396,3255,Guys and Dolls (1955),Comedy|Musical|Romance
1397,867,Marathon Man (1976),Crime|Drama|Thriller
1398,742,Caddyshack (1980),Comedy
1399,3142,Love and Basketball (2000),Drama|Romance
1400,1103,U-571 (2000),Action|Thriller|War
1401,1752,"Virgin Suicides, The (1999)",Drama|Romance
1402,909,Limelight (1952),Comedy|Drama|Romance
1403,1139,Where the Heart Is (2000),Comedy|Drama
1404,2167,"Idiots, The (Idioterne) (1998)",Comedy|Drama
1405,221,Gladiator (2000),Action|Adventure|Drama
1406,2921,Human Traffic (1999),Comedy
1407,708,Mr. Mom (1983),Comedy|Drama
1408,3612,Battlefield Earth (2000),Action|Sci-Fi
1409,4166,Center Stage (2000),Drama|Musical
1410,3256,On the Town (1949),Comedy|Musical|Romance
1411,1901,Pee-wee's Big Adventure (1985),Adventure|Comedy
1412,630,Dinosaur (2000),Adventure|Animation|Children
1413,2137,Road Trip (2000),Comedy
1414,2788,Small Time Crooks (2000),Comedy|Crime
1415,2987,Possession (1981),Drama|Horror
1416,1454,Mission: Impossible II (2000),Action|Adventure|Thriller
1417,2276,Shanghai Noon (2000),Action|Adventure|Comedy|Western
1418,837,"Gold Rush, The (1925)",Adventure|Comedy|Romance
1419,3257,Monsieur Verdoux (1947),Comedy|Crime
1420,1554,On Her Majesty's Secret Service (1969),Action|Adventure|Romance|Thriller
1421,1286,Seven Days in May (1964),Thriller
1422,2392,"Spy Who Loved Me, The (1977)",Action|Adventure|Thriller
1423,2370,Moonraker (1979),Action|Adventure|Sci-Fi|Thriller
1424,2393,"Man with the Golden Gun, The (1974)",Action|Adventure|Thriller
1425,3401,Cleo from 5 to 7 (Cléo de 5 à 7) (1962),Drama
1426,2535,Big Momma's House (2000),Comedy
1427,1483,"Guns of Navarone, The (1961)",Action|Adventure|Drama|War
1428,2908,Romeo and Juliet (1968),Drama|Romance
1429,9,Blazing Saddles (1974),Comedy|Western
1430,3660,White Christmas (1954),Comedy|Musical|Romance
1431,2003,Eraserhead (1977),Drama|Horror
1432,838,Baraka (1992),Documentary
1433,910,For a Few Dollars More (Per qualche dollaro in più) (1965),Action|Drama|Thriller|Western
1434,3829,Magnum Force (1973),Action|Crime|Drama|Thriller
1435,839,Blood Simple (1984),Crime|Drama|Film-Noir
1436,3481,Prizzi's Honor (1985),Comedy|Drama|Romance
1437,1853,Flatliners (1990),Horror|Sci-Fi|Thriller
1438,2683,Porky's (1982),Comedy
1439,2191,Predator 2 (1990),Action|Sci-Fi|Thriller
1440,1756,"Running Man, The (1987)",Action|Sci-Fi
1441,2405,Starman (1984),Adventure|Drama|Romance|Sci-Fi
1442,1682,Mad Max (1979),Action|Adventure|Sci-Fi
1443,1470,"Road Warrior, The (Mad Max 2) (1981)",Action|Adventure|Sci-Fi
1444,1484,Mad Max Beyond Thunderdome (1985),Action|Adventure|Sci-Fi
1445,2609,Angel Heart (1987),Film-Noir|Horror|Mystery|Thriller
1446,3438,9 1/2 Weeks (Nine 1/2 Weeks) (1986),Drama|Romance
1447,170,Gone in 60 Seconds (2000),Action|Crime
1448,1775,Hamlet (1990),Drama
1449,3205,Assault on Precinct 13 (1976),Action|Thriller
1450,3206,Near Dark (1987),Horror|Western
1451,3857,One False Move (1992),Crime|Drama|Film-Noir|Thriller
1452,1287,"Conversation, The (1974)",Drama|Mystery
1453,3939,"Paper Chase, The (1973)",Drama
1454,779,Serpico (1973),Crime|Drama
1455,3207,"Ace in the Hole (Big Carnival, The) (1951)",Drama
1456,1288,Trouble in Paradise (1932),Comedy|Romance
1457,485,Big Trouble in Little China (1986),Action|Adventure|Comedy|Fantasy
1458,1438,Badlands (1973),Crime|Drama|Thriller
1459,3258,Battleship Potemkin (1925),Drama|War
1460,2811,Shaft (2000),Action|Crime|Thriller
1461,1792,Titan A.E. (2000),Action|Adventure|Animation|Children|Sci-Fi
1462,10,Chicken Run (2000),Animation|Children|Comedy
1463,1005,"Me, Myself & Irene (2000)",Adventure|Comedy
1464,1239,"Patriot, The (2000)",Action|Drama|War
1465,171,"Perfect Storm, The (2000)",Drama|Thriller
1466,4266,"Bound by Honor (a.k.a. Blood In, Blood Out) (1993)",Action|Crime|Drama|Thriller
1467,1720,Croupier (1998),Crime|Drama
1468,1966,Scary Movie (2000),Comedy|Horror
1469,1958,But I'm a Cheerleader (1999),Comedy
1470,1174,Blow-Up (Blowup) (1966),Drama|Mystery
1471,3175,"Pawnbroker, The (1964)",Drama
1472,1033,Footloose (1984),Drama
1473,11,X-Men (2000),Action|Adventure|Sci-Fi
1474,1006,What Lies Beneath (2000),Drama|Horror|Mystery
1475,1369,Pokémon the Movie 2000 (2000),Animation|Children
1476,1514,Anatomy of a Murder (1959),Drama|Mystery
1477,2073,What About Bob? (1991),Comedy
1478,1721,Breaker Morant (1980),Drama|War
1479,2192,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972),Comedy
1480,2789,Interiors (1978),Drama
1481,2790,Love and Death (1975),Comedy
1482,2974,Tampopo (1985),Comedy
1483,3633,"Girl on the Bridge, The (Fille sur le pont, La) (1999)",Drama|Romance
1484,1370,Coyote Ugly (2000),Comedy|Drama|Romance
1485,1034,Hollow Man (2000),Horror|Sci-Fi|Thriller
1486,2168,Space Cowboys (2000),Action|Adventure|Comedy|Sci-Fi
1487,2699,Saving Grace (2000),Comedy
1488,2496,Kelly's Heroes (1970),Action|Comedy|War
1489,709,Steel Magnolias (1989),Drama
1490,3632,"Replacements, The (2000)",Comedy
1491,840,"Cell, The (2000)",Drama|Horror|Thriller
1492,1289,"Naked Gun: From the Files of Police Squad!, The (1988)",Action|Comedy|Crime|Romance
1493,486,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",Comedy
1494,3858,Shane (1953),Drama|Western
1495,2460,Bring It On (2000),Comedy
1496,2673,Nurse Betty (2000),Comedy|Crime|Drama|Romance|Thriller
1497,647,Almost Famous (2000),Drama
1498,743,Dancer in the Dark (2000),Drama|Musical
1499,172,Best in Show (2000),Comedy
1500,12,Remember the Titans (2000),Drama
1501,1632,Hellraiser (1987),Horror
1502,3402,Stranger Than Paradise (1984),Comedy|Drama
1503,3539,Abbott and Costello Meet Frankenstein (1948),Comedy|Horror
1504,3176,"Bank Dick, The (1940)",Comedy
1505,2004,"Invisible Man, The (1933)",Horror|Sci-Fi
1506,4225,Get Carter (1971),Action|Crime|Drama|Thriller
1507,1240,Meet the Parents (2000),Comedy
1508,455,Requiem for a Dream (2000),Drama
1509,4268,"Contender, The (2000)",Drama|Thriller
1510,1058,"Time Machine, The (1960)",Action|Adventure|Sci-Fi
1511,4264,"Adventures of Ichabod and Mr. Toad, The (1949)",Animation|Children
1512,4102,Detour (1945),Crime|Film-Noir
1513,648,Billy Elliot (2000),Drama
1514,2909,Bedazzled (2000),Comedy
1515,2125,Pay It Forward (2000),Drama
1516,1059,"Legend of Drunken Master, The (Jui kuen II) (1994)",Action|Comedy
1517,1793,Charlie's Angels (2000),Action|Comedy
1518,1777,"Legend of Bagger Vance, The (2000)",Drama|Romance
1519,2277,Little Nicky (2000),Comedy
1520,2899,Men of Honor (2000),Drama
1521,2286,Red Planet (2000),Action|Sci-Fi|Thriller
1522,2748,You Can Count on Me (2000),Drama|Romance
1523,317,Diamonds Are Forever (1971),Action|Adventure|Thriller
1524,1794,"6th Day, The (2000)",Action|Sci-Fi|Thriller
1525,1389,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),Children|Comedy|Fantasy
1526,2557,One Day in September (1999),Documentary
1527,3439,102 Dalmatians (2000),Children|Comedy
1528,911,Malèna (2000),Drama|Romance|War
1529,2610,Quills (2000),Drama|Romance
1530,1290,Unbreakable (2000),Drama|Sci-Fi
1531,362,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action|Drama|Romance
1532,2791,Proof of Life (2000),Drama
1533,2961,Vertical Limit (2000),Action|Adventure
1534,744,"Planes, Trains & Automobiles (1987)",Comedy
1535,3655,"Living Daylights, The (1987)",Action|Adventure|Thriller
1536,2193,Transformers: The Movie (1986),Adventure|Animation|Children|Sci-Fi
1537,1391,Wall Street (1987),Drama
1538,3382,Born on the Fourth of July (1989),Drama|War
1539,363,Snatch (2000),Comedy|Crime|Thriller
1540,1693,Chocolat (2000),Drama|Romance
1541,502,"Dude, Where's My Car? (2000)",Comedy|Sci-Fi
1542,13,"Emperor's New Groove, The (2000)",Adventure|Animation|Children|Comedy|Fantasy
1543,1854,Pollock (2000),Drama
1544,1414,What Women Want (2000),Comedy|Romance
1545,2865,Finding Forrester (2000),Drama
1546,3585,"Gift, The (2000)",Thriller
1547,2376,Before Night Falls (2000),Drama
1548,222,Cast Away (2000),Drama
1549,3557,"Family Man, The (2000)",Comedy|Drama|Romance
1550,318,Miss Congeniality (2000),Comedy|Crime
1551,364,"O Brother, Where Art Thou? (2000)",Adventure|Comedy|Crime
1552,3940,State and Main (2000),Comedy|Drama
1553,3085,Thirteen Days (2000),Drama|Thriller|War
1554,710,Traffic (2000),Crime|Drama|Thriller
1555,3678,Shadow of the Vampire (2000),Drama|Horror
1556,2749,House of Games (1987),Crime|Film-Noir|Mystery|Thriller
1557,3329,Annie (1982),Children|Musical
1558,3450,Don't Tell Mom the Babysitter's Dead (1991),Comedy
1559,3070,"Officer and a Gentleman, An (1982)",Drama|Romance
1560,3259,Gettysburg (1993),Drama|War
1561,3688,Antitrust (2001),Crime|Drama|Thriller
1562,2497,Save the Last Dance (2001),Drama|Romance
1563,3975,"Pledge, The (2001)",Crime|Drama|Mystery|Thriller
1564,2969,"Man in the Moon, The (1991)",Drama|Romance
1565,1337,"Wedding Planner, The (2001)",Comedy|Romance
1566,3949,Barfly (1987),Comedy|Drama|Romance
1567,3224,Beverly Hills Cop II (1987),Action|Comedy|Crime|Thriller
1568,1455,Beverly Hills Cop (1984),Action|Comedy|Crime|Drama
1569,1970,"Brave Little Toaster, The (1987)",Animation|Children
1570,972,Can't Buy Me Love (1987),Comedy|Romance
1571,2371,Eddie Murphy Raw (1987),Comedy|Documentary
1572,1180,Empire of the Sun (1987),Action|Adventure|Drama|War
1573,1555,"Evil Dead, The (1981)",Fantasy|Horror|Thriller
1574,3730,Innerspace (1987),Action|Adventure|Comedy|Sci-Fi
1575,1902,"Lost Boys, The (1987)",Comedy|Horror|Thriller
1576,841,In the Mood For Love (Fa yeung nin wa) (2000),Drama|Romance
1577,2611,Hannibal (2001),Horror|Thriller
1578,3039,Saving Silverman (Evil Woman) (2001),Comedy|Romance
1579,1531,Sweet November (2001),Drama|Romance
1580,3924,3000 Miles to Graceland (2001),Action|Thriller
1581,3653,"Mexican, The (2001)",Action|Comedy
1582,4018,"Bishop's Wife, The (1947)",Comedy|Drama|Romance
1583,2750,Lilies of the Field (1963),Drama
1584,3540,Elmer Gantry (1960),Drama
1585,3541,I Know Where I'm Going! (1945),Drama|Romance|War
1586,1633,"Abominable Dr. Phibes, The (1971)",Horror|Mystery
1587,1556,Manhunter (1986),Action|Crime|Drama|Horror|Thriller
1588,1175,Reversal of Fortune (1990),Drama
1589,2679,Revenge of the Nerds (1984),Comedy
1590,1909,Enemy at the Gates (2001),Drama|War
1591,3086,"Dish, The (2001)",Comedy
1592,173,Memento (2000),Mystery|Thriller
1593,14,Spy Kids (2001),Action|Adventure|Children|Comedy
1594,456,Amores Perros (Love's a Bitch) (2000),Drama|Thriller
1595,2237,Along Came a Spider (2001),Action|Crime|Mystery|Thriller
1596,1060,Blow (2001),Crime|Drama
1597,1371,Bridget Jones's Diary (2001),Comedy|Drama|Romance
1598,3040,Joe Dirt (2001),Adventure|Comedy|Mystery|Romance
1599,2640,Freddy Got Fingered (2001),Comedy
1600,1011,Scarface (1983),Action|Crime|Drama
1601,4075,Days of Wine and Roses (1962),Drama
1602,973,"Mummy Returns, The (2001)",Action|Adventure|Comedy|Thriller
1603,3941,"World According to Garp, The (1982)",Comedy|Drama|Romance
1604,2423,Nine to Five (a.k.a. 9 to 5) (1980),Comedy|Crime
1605,3649,Rififi (Du rififi chez les hommes) (1955),Crime|Film-Noir|Thriller
1606,2461,"Knight's Tale, A (2001)",Action|Comedy|Romance
1607,15,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance
